"participant","load","PROLIFIC_PID","condition","flexi","pre_mean","post_mean","PES","postCorr_mean","PES_adj","accuracy","N","P","D","N_skip","P_skip","D_skip","MSS","MSS_skip","ref","pers","paranoia","ref_skip","pers_skip","checks","negLL","alpha","forget","rho","noise","neg_alpha","K","z_P","z_N","z_D","z_pers","z_ref","sz","psych","postErr_unadj","postCorr_unadj","PES_trad","rt_pre4","rt_post4","peri_rt","PES_rig","persever"
"016057","4","66b13a6e0fbdc668a644d664","negative",2.15120068902511,0.776388461538462,0.814577777777778,0.0381893162393162,0.745326262626263,0.0692515151515151,0.702777777777778,3,9,1,0,0,0,13,0,0,8,8,0,0,3,334.387008739828,0.00888217821475304,0.394628568317453,0.972980229009375,0.10567624770379,0.0856892856132465,1.91555139391375,1.5782942125922,-0.258351808948167,-0.692769269949192,-0.247213242845197,-1.4183999109141,-0.207688004012892,-0.195022052779074,1.01381395348837,0.808174814814815,0.205639138673557,0.760814285714286,0.700358823529412,0.730586554621849,0.083991223155929,0.914310714386753
"016057","4","66b13a6e0fbdc668a644d664","positive",2.04339980579164,0.776388461538462,0.814577777777778,0.0381893162393162,0.745326262626263,0.0692515151515151,0.702777777777778,3,9,1,0,0,0,13,0,0,8,8,0,0,3,334.387008739828,0.00888217821475304,0.394628568317453,0.972980229009375,0.10567624770379,0.0856892856132465,1.91555139391375,1.5782942125922,-0.258351808948167,-0.692769269949192,-0.247213242845197,-1.4183999109141,-0.207688004012892,-0.195022052779074,1.01381395348837,0.808174814814815,0.205639138673557,0.760814285714286,0.700358823529412,0.730586554621849,0.083991223155929,0.914310714386753
"016207","2","66460ef481a3b64f3e759242","negative",2.25241267922873,0.752277777777778,0.804881818181818,0.0526040404040403,0.594652287581699,0.210229530600119,0.916666666666667,4,2,0,0,0,0,6,0,6,2,8,0,0,3,281.839500853501,0.00661658812398111,0.319768796362287,0.999,0.0609154548974703,0.0844684148013727,2.78833645435558,-0.576108520583626,0.11776204475197,-0.947127734296735,-0.845675568489103,-0.658363498472961,-0.581902655418091,-0.756818830460606,0.751653333333333,0.61758024691358,0.134073086419753,0.652833333333333,0.5523,0.602566666666667,0.202315151515151,0.915531585198627
"016207","2","66460ef481a3b64f3e759242","positive",1.86330470524784,0.752277777777778,0.804881818181818,0.0526040404040403,0.594652287581699,0.210229530600119,0.916666666666667,4,2,0,0,0,0,6,0,6,2,8,0,0,3,281.839500853501,0.00661658812398111,0.319768796362287,0.999,0.0609154548974703,0.0844684148013727,2.78833645435558,-0.576108520583626,0.11776204475197,-0.947127734296735,-0.845675568489103,-0.658363498472961,-0.581902655418091,-0.756818830460606,0.751653333333333,0.61758024691358,0.134073086419753,0.652833333333333,0.5523,0.602566666666667,0.202315151515151,0.915531585198627
"016207","4","66460ef481a3b64f3e759242","positive",1.86330470524784,0.846446666666667,0.930554166666667,0.0841075,0.899439285714286,0.031114880952381,0.755555555555556,4,2,0,0,0,0,6,0,6,2,8,0,0,3,281.839500853501,0.00661658812398111,0.319768796362287,0.999,0.0609154548974703,0.0844684148013727,2.78833645435558,-0.576108520583626,0.11776204475197,-0.947127734296735,-0.845675568489103,-0.658363498472961,-0.581902655418091,-0.756818830460606,0.960820454545455,0.959388432835821,0.00143202170963364,0.960854545454545,0.743213333333333,0.852033939393939,0.0785202272727273,0.915531585198627
"016207","4","66460ef481a3b64f3e759242","negative",2.25241267922873,0.846446666666667,0.930554166666667,0.0841075,0.899439285714286,0.031114880952381,0.755555555555556,4,2,0,0,0,0,6,0,6,2,8,0,0,3,281.839500853501,0.00661658812398111,0.319768796362287,0.999,0.0609154548974703,0.0844684148013727,2.78833645435558,-0.576108520583626,0.11776204475197,-0.947127734296735,-0.845675568489103,-0.658363498472961,-0.581902655418091,-0.756818830460606,0.960820454545455,0.959388432835821,0.00143202170963364,0.960854545454545,0.743213333333333,0.852033939393939,0.0785202272727273,0.915531585198627
"024770","2","66a6b2675a6d17798aaaabd5","positive",2.26722685920086,0.5399,0.67522,0.13532,0.525709655172414,0.149510344827586,0.888888888888889,4,1,1,0,0,0,6,0,3,3,6,0,0,3,239.875535711182,0.0124793005411121,0.317231045521226,0.999,0.0672485370973684,0.143836847462257,2.04124565050981,-0.883880339608743,0.11776204475197,-0.692769269949192,-0.745931847548452,-1.03838170469353,-0.64864022340959,-0.84024079044998,0.71817,0.547308227848101,0.170861772151899,0.47705,0.58241,0.52973,0.14549,0.856163152537743
"024770","2","66a6b2675a6d17798aaaabd5","negative",1.46554457664794,0.5399,0.67522,0.13532,0.525709655172414,0.149510344827586,0.888888888888889,4,1,1,0,0,0,6,0,3,3,6,0,0,3,239.875535711182,0.0124793005411121,0.317231045521226,0.999,0.0672485370973684,0.143836847462257,2.04124565050981,-0.883880339608743,0.11776204475197,-0.692769269949192,-0.745931847548452,-1.03838170469353,-0.64864022340959,-0.84024079044998,0.71817,0.547308227848101,0.170861772151899,0.47705,0.58241,0.52973,0.14549,0.856163152537743
"024770","4","66a6b2675a6d17798aaaabd5","negative",1.46554457664794,0.698443181818182,0.949928888888889,0.251485707070707,0.753683613445378,0.196245275443511,0.788888888888889,4,1,1,0,0,0,6,0,3,3,6,0,0,3,239.875535711182,0.0124793005411121,0.317231045521226,0.999,0.0672485370973684,0.143836847462257,2.04124565050981,-0.883880339608743,0.11776204475197,-0.692769269949192,-0.745931847548452,-1.03838170469353,-0.64864022340959,-0.84024079044998,0.841125,0.767129432624113,0.0739955673758865,0.959075,0.7766125,0.86784375,0.0820851388888888,0.856163152537743
"024770","4","66a6b2675a6d17798aaaabd5","positive",2.26722685920086,0.698443181818182,0.949928888888889,0.251485707070707,0.753683613445378,0.196245275443511,0.788888888888889,4,1,1,0,0,0,6,0,3,3,6,0,0,3,239.875535711182,0.0124793005411121,0.317231045521226,0.999,0.0672485370973684,0.143836847462257,2.04124565050981,-0.883880339608743,0.11776204475197,-0.692769269949192,-0.745931847548452,-1.03838170469353,-0.64864022340959,-0.84024079044998,0.841125,0.767129432624113,0.0739955673758865,0.959075,0.7766125,0.86784375,0.0820851388888888,0.856163152537743
"040276","2","66e9110068b757c1c1ccfb45","negative",1.70362086748733,0.445246153846154,0.5826,0.137353846153846,0.517602083333333,0.0649979166666667,0.894444444444444,3,6,6,0,0,0,15,0,8,1,9,0,0,3,246.381363051078,0.00507484523797596,0.34109736880704,0.946765098981535,0.0581339472705321,0.0655381499259196,3.63192807716785,0.654978755516844,-0.258351808948167,0.57902305178852,-0.945419289429754,-0.405018027659248,-0.074957463746361,-0.0291088774459093,0.586594736842105,0.520572611464968,0.0660221253771371,0.583471428571429,0.511545454545455,0.547508441558442,0.0350915584415584,0.93446185007408
"040276","2","66e9110068b757c1c1ccfb45","positive",1.50439544298446,0.445246153846154,0.5826,0.137353846153846,0.517602083333333,0.0649979166666667,0.894444444444444,3,6,6,0,0,0,15,0,8,1,9,0,0,3,246.381363051078,0.00507484523797596,0.34109736880704,0.946765098981535,0.0581339472705321,0.0655381499259196,3.63192807716785,0.654978755516844,-0.258351808948167,0.57902305178852,-0.945419289429754,-0.405018027659248,-0.074957463746361,-0.0291088774459093,0.586594736842105,0.520572611464968,0.0660221253771371,0.583471428571429,0.511545454545455,0.547508441558442,0.0350915584415584,0.93446185007408
